~id,~label,~from,~to,~fromLabels,~toLabels,dist:int
"18761","route","146","286","airport","airport",68
"18777","route","146","504","airport","airport",603
"18793","route","146","808","airport","airport",1077
"18808","route","146","2119","airport","airport",1276
"18824","route","147","10","airport","airport",182
"18840","route","147","34","airport","airport",918
"18856","route","147","186","airport","airport",1058
"18872","route","147","1274","airport","airport",880
"18888","route","148","626","airport","airport",1217
"18904","route","149","20","airport","airport",1009
"18920","route","149","45","airport","airport",2398
"18936","route","149","188","airport","airport",1109
"18952","route","149","866","airport","airport",275
"18968","route","150","3","airport","airport",359
"18984","route","150","35","airport","airport",1321
"19000","route","151","22","airport","airport",956
"19016","route","152","6","airport","airport",277
"19032","route","152","190","airport","airport",521
"19048","route","154","70","airport","airport",2704
"19063","route","154","207","airport","airport",2262
"19079","route","154","662","airport","airport",1583
"19095","route","154","1189","airport","airport",1577
"19111","route","155","122","airport","airport",2234
"19127","route","155","928","airport","airport",557
"19143","route","158","55","airport","airport",422
"19159","route","159","22","airport","airport",1528
"19175","route","159","2934","airport","airport",116
"19191","route","160","213","airport","airport",3610
"19207","route","160","2924","airport","airport",314
"19223","route","161","51","airport","airport",1388
"19239","route","161","73","airport","airport",1385
"19255","route","161","100","airport","airport",5674
"19271","route","161","140","airport","airport",856
"19287","route","161","177","airport","airport",1248
"19303","route","161","250","airport","airport",4896
"19318","route","161","320","airport","airport",2126
"19334","route","161","347","airport","airport",1935
"19350","route","161","493","airport","airport",473
"19366","route","161","562","airport","airport",879
"19382","route","161","824","airport","airport",378
"19398","route","161","1170","airport","airport",1510
"19414","route","161","1219","airport","airport",6038
"19430","route","161","2139","airport","airport",542
"19446","route","161","2159","airport","airport",495
"19462","route","161","2633","airport","airport",2208
"19478","route","161","3264","airport","airport",1092
"19494","route","162","106","airport","airport",92
"19510","route","162","315","airport","airport",1033
"19526","route","162","1205","airport","airport",297
"19542","route","163","52","airport","airport",3250
"19558","route","163","1058","airport","airport",102
"19573","route","164","13","airport","airport",8372
"19589","route","164","67","airport","airport",4067
"19605","route","164","117","airport","airport",1671
"19621","route","164","200","airport","airport",2896
"19637","route","164","322","airport","airport",1326
"19653","route","164","722","airport","airport",82
"19669","route","164","3274","airport","airport",1256
"19685","route","165","102","airport","airport",4771
"19701","route","165","456","airport","airport",720
"19717","route","165","2819","airport","airport",345
"19733","route","166","18","airport","airport",707
"19749","route","166","882","airport","airport",980
"19765","route","167","50","airport","airport",461
"19781","route","167","84","airport","airport",503
"19797","route","167","140","airport","airport",468
"19813","route","167","251","airport","airport",1361
"19828","route","167","344","airport","airport",794
"19844","route","167","492","airport","airport",2160
"19860","route","167","554","airport","airport",1059
"19876","route","167","1419","airport","airport",345
"19892","route","168","76","airport","airport",90
"19908","route","168","116","airport","airport",657
"19924","route","168","257","airport","airport",518
"19940","route","168","471","airport","airport",708
"19956","route","168","511","airport","airport",638
"19972","route","168","805","airport","airport",311
"19988","route","169","73","airport","airport",404
"20004","route","169","511","airport","airport",461
"20020","route","170","72","airport","airport",636
"20036","route","170","107","airport","airport",795
"20052","route","170","175","airport","airport",355
"20068","route","170","313","airport","airport",716
"20083","route","170","492","airport","airport",1445
"20099","route","170","1215","airport","airport",314
"20115","route","171","70","airport","airport",649
"20131","route","171","107","airport","airport",518
"20147","route","171","328","airport","airport",296
"20163","route","171","510","airport","airport",680
"20179","route","171","1282","airport","airport",512
"20195","route","172","79","airport","airport",420
"20211","route","172","230","airport","airport",463
"20227","route","172","1215","airport","airport",317
"20243","route","173","70","airport","airport",614
"20259","route","173","113","airport","airport",749
"20275","route","173","275","airport","airport",1019
"20291","route","173","512","airport","airport",526
"20307","route","173","1199","airport","airport",1376
"20323","route","174","94","airport","airport",693
"20338","route","174","332","airport","airport",1346
"20354","route","174","808","airport","airport",802
"20370","route","175","68","airport","airport",257
"20386","route","175","200","airport","airport",506
"20402","route","175","513","airport","airport",511
"20418","route","176","73","airport","airport",443
"20434","route","176","167","airport","airport",677
"20450","route","176","332","airport","airport",1002
"20466","route","176","501","airport","airport",626
"20482","route","176","1280","airport","airport",375
"20498","route","177","51","airport","airport",623
"20514","route","177","75","airport","airport",544
"20530","route","177","108","airport","airport",860
"20546","route","177","170","airport","airport",1020
"20562","route","177","255","airport","airport",1546
"20578","route","177","330","airport","airport",964
"20593","route","177","481","airport","airport",262
"20609","route","177","514","airport","airport",1026
"20625","route","177","1311","airport","airport",486
"20641","route","177","3321","airport","airport",749
"20657","route","178","16","airport","airport",652
"20673","route","178","34","airport","airport",650
"20689","route","178","78","airport","airport",751
"20705","route","178","184","airport","airport",427
"20721","route","178","233","airport","airport",1757
"20737","route","178","283","airport","airport",646
"20753","route","178","378","airport","airport",221
"20769","route","178","422","airport","airport",1915
"20785","route","178","529","airport","airport",207
"20801","route","178","632","airport","airport",484
"20817","route","179","60","airport","airport",596
"20833","route","179","115","airport","airport",780
"20848","route","179","279","airport","airport",754
"20864","route","179","507","airport","airport",963
"20880","route","180","5","airport","airport",1736
"20896","route","180","25","airport","airport",551
"20912","route","180","68","airport","airport",5703
"20928","route","180","133","airport","airport",4281
"20944","route","180","198","airport","airport",5243
"20960","route","180","389","airport","airport",1061
"20976","route","180","1124","airport","airport",710
"20992","route","181","22","airport","airport",988
"21008","route","182","7","airport","airport",760
"21024","route","182","33","airport","airport",624
"21040","route","182","430","airport","airport",373
"21056","route","183","13","airport","airport",1894
"21072","route","183","34","airport","airport",701
"21088","route","183","217","airport","airport",3001
"21103","route","183","1070","airport","airport",1549
"21119","route","184","15","airport","airport",830
"21135","route","184","45","airport","airport",586
"21151","route","184","549","airport","airport",808
"21167","route","185","14","airport","airport",1104
"21183","route","185","34","airport","airport",690
"21199","route","185","186","airport","airport",461
"21215","route","186","4","airport","airport",621
"21231","route","186","28","airport","airport",1213
"21247","route","186","184","airport","airport",754
"21263","route","186","289","airport","airport",318
"21279","route","187","13","airport","airport",1588
"21295","route","187","31","airport","airport",767
"21311","route","187","183","airport","airport",307
"21327","route","187","362","airport","airport",259
"21343","route","188","6","airport","airport",1665
"21358","route","188","30","airport","airport",485
"21374","route","189","8","airport","airport",853
"21390","route","189","30","airport","airport",1519
"21406","route","189","193","airport","airport",425
"21422","route","190","14","airport","airport",723
"21438","route","190","35","airport","airport",709
"21454","route","190","183","airport","airport",249
"21470","route","190","268","airport","airport",271
"21486","route","190","409","airport","airport",1702
"21502","route","193","3","airport","airport",773
"21518","route","193","30","airport","airport",1096
"21534","route","193","1274","airport","airport",1188
"21550","route","194","30","airport","airport",1072
"21566","route","195","20","airport","airport",973
"21582","route","195","149","airport","airport",1981
"21598","route","196","37","airport","airport",100
"21613","route","197","231","airport","airport",1036
"21629","route","198","54","airport","airport",5794
"21645","route","198","88","airport","airport",289
"21661","route","198","115","airport","airport",896
"21677","route","198","179","airport","airport",117
"21693","route","198","257","airport","airport",421
"21709","route","198","353","airport","airport",2435
"21725","route","198","488","airport","airport",1553
"21741","route","198","516","airport","airport",1335
"21757","route","198","560","airport","airport",4911
"21773","route","198","807","airport","airport",1469
"21789","route","198","2122","airport","airport",279
"21805","route","199","458","airport","airport",1558
"21821","route","200","49","airport","airport",588
"21837","route","200","87","airport","airport",288
"21853","route","200","113","airport","airport",1188
"21868","route","200","175","airport","airport",506
"21884","route","200","286","airport","airport",1833
"21900","route","200","471","airport","airport",777
"21916","route","200","516","airport","airport",1188
"21932","route","200","1221","airport","airport",2168
"21948","route","201","54","airport","airport",4281
"21964","route","201","121","airport","airport",441
"21980","route","201","722","airport","airport",2037
"21996","route","202","16","airport","airport",4146
"22012","route","202","74","airport","airport",319
"22028","route","202","98","airport","airport",1048
"22044","route","202","167","airport","airport",1365
"22060","route","202","252","airport","airport",599
"22076","route","202","342","airport","airport",2094
"22092","route","202","584","airport","airport",4529
"22108","route","202","1574","airport","airport",3485
"22139","route","204","87","airport","airport",980
"22155","route","204","202","airport","airport",1063
"22171","route","204","828","airport","airport",134
"22187","route","204","1767","airport","airport",416
"22203","route","205","57","airport","airport",4595
"22219","route","205","155","airport","airport",1421
"22235","route","205","665","airport","airport",498
"22251","route","205","685","airport","airport",992
"22267","route","205","730","airport","airport",2312
"22283","route","205","928","airport","airport",890
"22299","route","205","2409","airport","airport",1213
"22315","route","206","93","airport","airport",886
"22331","route","206","161","airport","airport",1565
"22347","route","206","275","airport","airport",1034
"22363","route","206","485","airport","airport",1723
"22379","route","206","518","airport","airport",1692
"22394","route","206","790","airport","airport",900
"22410","route","206","2136","airport","airport",1071
"22426","route","207","154","airport","airport",2262
"22442","route","207","2770","airport","airport",120
"22458","route","208","10","airport","airport",960
"22474","route","208","178","airport","airport",732
"22490","route","208","2194","airport","airport",116
"22506","route","209","208","airport","airport",130
"22522","route","211","25","airport","airport",241
"22538","route","212","122","airport","airport",350
"22554","route","212","690","airport","airport",537
"22570","route","213","37","airport","airport",4107
"22586","route","213","100","airport","airport",1636
"22602","route","213","299","airport","airport",965
"22618","route","213","699","airport","airport",2101
"22634","route","213","906","airport","airport",802
"22649","route","214","199","airport","airport",2031
"22665","route","214","711","airport","airport",288
"22681","route","214","2411","airport","airport",233
"22697","route","215","74","airport","airport",2805
"22713","route","215","161","airport","airport",1463
"22729","route","215","336","airport","airport",868
"22745","route","215","819","airport","airport",199
"22761","route","215","1205","airport","airport",1038
"22777","route","215","2269","airport","airport",633
"22793","route","216","58","airport","airport",216
"22809","route","216","145","airport","airport",1635
"22825","route","216","349","airport","airport",2026
"22841","route","216","1189","airport","airport",1156
"22857","route","217","16","airport","airport",3658
"22873","route","217","52","airport","airport",1491
"22889","route","217","94","airport","airport",1170
"22904","route","217","206","airport","airport",1156
"22920","route","217","653","airport","airport",1756
"22936","route","218","132","airport","airport",2670
"22952","route","219","16","airport","airport",1328
"22968","route","219","600","airport","airport",63
"22984","route","220","35","airport","airport",1637
"23000","route","221","35","airport","airport",779
"23016","route","223","35","airport","airport",2220
"23032","route","224","1","airport","airport",5834
"23048","route","224","164","airport","airport",3606
"23064","route","224","1911","airport","airport",230
"23080","route","225","11","airport","airport",1351
"23096","route","225","79","airport","airport",4903
"23112","route","225","451","airport","airport",4630
"23128","route","227","1","airport","airport",452
"23144","route","227","187","airport","airport",296
"23159","route","228","79","airport","airport",1894
"23175","route","228","167","airport","airport",2191
"23191","route","228","261","airport","airport",1993
"23207","route","228","474","airport","airport",2100
"23223","route","228","784","airport","airport",1870
"23239","route","228","2026","airport","airport",494
"23255","route","229","230","airport","airport",811
"23271","route","229","1937","airport","airport",94
"23287","route","230","79","airport","airport",788
"23303","route","230","107","airport","airport",634
"23319","route","230","179","airport","airport",716
"23335","route","230","311","airport","airport",1004
"23351","route","230","462","airport","airport",389
"23367","route","230","524","airport","airport",859
"23383","route","230","794","airport","airport",539
"23399","route","230","1355","airport","airport",879
"23414","route","230","1735","airport","airport",978
"23430","route","231","157","airport","airport",818
"23446","route","231","2920","airport","airport",78
"23462","route","232","231","airport","airport",1628
"23478","route","233","178","airport","airport",1757
"23494","route","233","2605","airport","airport",157
"23510","route","234","106","airport","airport",4871
"23526","route","234","704","airport","airport",530
"23542","route","234","2870","airport","airport",323
"23558","route","235","100","airport","airport",1731
"23574","route","235","285","airport","airport",1139
"23590","route","235","741","airport","airport",283
"23606","route","235","2894","airport","airport",508
"23622","route","236","293","airport","airport",534
"23638","route","237","70","airport","airport",4892
"23654","route","238","6","airport","airport",160
"23669","route","238","178","airport","airport",289
"23685","route","239","16","airport","airport",336
"23701","route","239","182","airport","airport",574
"23717","route","240","9","airport","airport",1190
"23733","route","240","47","airport","airport",437
"23749","route","240","1295","airport","airport",1185
"23765","route","241","46","airport","airport",1854
"23781","route","241","103","airport","airport",5740
"23797","route","241","243","airport","airport",1213
"23813","route","242","46","airport","airport",370
"23829","route","243","16","airport","airport",1121
"23845","route","243","180","airport","airport",783
"23861","route","243","2182","airport","airport",116
"23877","route","244","15","airport","airport",2402
"23893","route","244","149","airport","airport",479
"23909","route","245","11","airport","airport",1096
"23924","route","246","575","airport","airport",107
"23940","route","248","68","airport","airport",1166
"23956","route","248","95","airport","airport",1037
"23972","route","248","198","airport","airport",795
"23988","route","248","346","airport","airport",302
"24004","route","248","541","airport","airport",277
"24020","route","248","2697","airport","airport",1162
"24036","route","249","72","airport","airport",2448
"24052","route","249","161","airport","airport",1509
"24068","route","249","492","airport","airport",788
"24084","route","249","1188","airport","airport",1611
"24100","route","249","2270","airport","airport",378
"24116","route","250","55","airport","airport",4675
"24132","route","250","106","airport","airport",3848
"24148","route","250","231","airport","airport",4354
"24164","route","250","670","airport","airport",1521
"24179","route","250","696","airport","airport",1419
"24195","route","250","904","airport","airport",411
"24211","route","250","1486","airport","airport",1208
"24227","route","250","1512","airport","airport",672
"24243","route","250","1530","airport","airport",618
"24259","route","250","2964","airport","airport",506
"24275","route","251","49","airport","airport",1041
"24291","route","251","84","airport","airport",1157
"24307","route","251","107","airport","airport",901
"24323","route","251","176","airport","airport",738
"24339","route","251","276","airport","airport",971
"24355","route","251","455","airport","airport",1960
"24371","route","251","532","airport","airport",1179
"24387","route","251","1208","airport","airport",129
"24403","route","252","50","airport","airport",1525
"24419","route","252","107","airport","airport",1484
"24434","route","252","347","airport","airport",739
"24450","route","253","90","airport","airport",849
"24466","route","253","230","airport","airport",1010
"24482","route","253","476","airport","airport",275
"24498","route","253","550","airport","airport",851
"24514","route","254","84","airport","airport",266
"24530","route","254","287","airport","airport",340
"24546","route","255","52","airport","airport",1428
"24562","route","255","102","airport","airport",1321
"24578","route","255","286","airport","airport",464
"24594","route","255","473","airport","airport",1358
"24610","route","255","807","airport","airport",253
"24626","route","255","2737","airport","airport",1554
"24642","route","256","164","airport","airport",1279
"24658","route","256","1317","airport","airport",624
"24674","route","257","88","airport","airport",187
"24689","route","257","311","airport","airport",331
"24705","route","258","93","airport","airport",1518
"24721","route","258","1736","airport","airport",1171
"24737","route","259","94","airport","airport",1727
"24753","route","259","200","airport","airport",1327
"24769","route","259","483","airport","airport",1295
"24785","route","259","1266","airport","airport",1777
"24801","route","260","76","airport","airport",573
"24817","route","260","116","airport","airport",862
"24833","route","260","252","airport","airport",1472
"24849","route","260","477","airport","airport",309
"24865","route","260","508","airport","airport",1420
"24881","route","260","801","airport","airport",833
"24897","route","261","79","airport","airport",384
"24913","route","261","257","airport","airport",403
"24929","route","261","494","airport","airport",2146
"24944","route","262","84","airport","airport",271
"24960","route","263","8","airport","airport",591
"24976","route","263","83","airport","airport",1573
"24992","route","265","11","airport","airport",561
"25008","route","266","12","airport","airport",441
"25024","route","266","1845","airport","airport",454
"25040","route","268","10","airport","airport",450
"25056","route","268","46","airport","airport",306
"25072","route","269","10","airport","airport",284
"25088","route","269","46","airport","airport",240
"25104","route","271","18","airport","airport",1432
"25120","route","272","13","airport","airport",2610
"25136","route","273","30","airport","airport",773
"25152","route","274","115","airport","airport",890
"25168","route","274","251","airport","airport",1129
"25184","route","274","507","airport","airport",1075
"25199","route","274","794","airport","airport",748
"25215","route","275","73","airport","airport",503
"25231","route","275","167","airport","airport",1351
"25247","route","275","344","airport","airport",573
"25263","route","275","793","airport","airport",984
"25279","route","276","73","airport","airport",511
"25295","route","276","142","airport","airport",842
"25311","route","276","275","airport","airport",977
"25327","route","276","497","airport","airport",838
"25343","route","277","1","airport","airport",241
"25359","route","279","58","airport","airport",2411
"25375","route","279","94","airport","airport",1058
"25391","route","279","287","airport","airport",1341
"25407","route","280","1","airport","airport",1988
"25423","route","280","31","airport","airport",802
"25439","route","281","10","airport","airport",299
"25454","route","281","35","airport","airport",461
"25470","route","282","29","airport","airport",188
"25486","route","283","41","airport","airport",422
"25502","route","284","84","airport","airport",487
"25518","route","284","455","airport","airport",362
"25534","route","284","1944","airport","airport",490
"25550","route","285","122","airport","airport",2683
"25566","route","285","674","airport","airport",1865
"25582","route","285","2793","airport","airport",364
"25598","route","286","75","airport","airport",1520
"25614","route","286","177","airport","airport",1999
"25630","route","286","722","airport","airport",1262
"25646","route","287","12","airport","airport",3480
"25662","route","287","97","airport","airport",465
"25678","route","287","284","airport","airport",99
"25694","route","287","653","airport","airport",837
"25709","route","288","11","airport","airport",543
"25725","route","289","30","airport","airport",794
"25741","route","291","7","airport","airport",313
"25757","route","291","35","airport","airport",115
"25773","route","292","17","airport","airport",745
"25789","route","293","12","airport","airport",1684
"25805","route","293","233","airport","airport",561
"25821","route","294","23","airport","airport",5462
"25837","route","294","972","airport","airport",539
"25853","route","295","178","airport","airport",707
"25869","route","296","17","airport","airport",968
"25885","route","297","11","airport","airport",2260
"25901","route","297","223","airport","airport",384
"25917","route","297","2591","airport","airport",194
"25933","route","298","16","airport","airport",1930
"25949","route","298","2535","airport","airport",132
"25964","route","299","213","airport","airport",965
"25980","route","299","679","airport","airport",909
"25996","route","299","1044","airport","airport",1037
"26012","route","299","2967","airport","airport",830
"26028","route","301","1274","airport","airport",966
"26044","route","302","108","airport","airport",1316
"26060","route","302","786","airport","airport",493
"26076","route","303","79","airport","airport",983
"26092","route","303","230","airport","airport",199
"26108","route","303","832","airport","airport",1706
"26124","route","303","1893","airport","airport",135
"26140","route","305","8","airport","airport",783
"26156","route","306","9","airport","airport",1038
"26172","route","306","575","airport","airport",184
"26188","route","307","28","airport","airport",2482
"26204","route","309","9","airport","airport",1120
"26235","route","311","113","airport","airport",1012
"26251","route","311","485","airport","airport",1603
"26267","route","312","52","airport","airport",5052
"26283","route","312","136","airport","airport",1100
"26299","route","312","795","airport","airport",262
"26315","route","313","91","airport","airport",1099
"26331","route","313","206","airport","airport",742
"26347","route","313","786","airport","airport",619
"26363","route","315","58","airport","airport",738
"26379","route","315","316","airport","airport",634
"26395","route","315","2311","airport","airport",219
"26411","route","316","164","airport","airport",1298
"26427","route","316","2311","airport","airport",427
"26443","route","318","16","airport","airport",5724
"26459","route","318","146","airport","airport",1632
"26475","route","318","355","airport","airport",4289
"26490","route","318","810","airport","airport",1752
"26506","route","318","1316","airport","airport",256
"26522","route","318","2668","airport","airport",540
"26538","route","318","2740","airport","airport",444
"26554","route","319","79","airport","airport",750
"26570","route","319","177","airport","airport",849
"26586","route","319","532","airport","airport",480
"26602","route","320","161","airport","airport",2126
"26618","route","320","1198","airport","airport",1391
"26634","route","320","3362","airport","airport",535
"26650","route","321","112","airport","airport",1592
"26666","route","321","565","airport","airport",468
"26682","route","321","2807","airport","airport",1913
"26698","route","323","10","airport","airport",5289
"26714","route","323","202","airport","airport",2358
"26730","route","323","2020","airport","airport",729
"26745","route","324","254","airport","airport",228
"26761","route","325","145","airport","airport",756
"26777","route","326","70","airport","airport",208
"26793","route","326","139","airport","airport",1689
"26809","route","326","330","airport","airport",924
"26825","route","326","514","airport","airport",798
"26841","route","327","50","airport","airport",586
"26857","route","327","110","airport","airport",915
"26873","route","327","1282","airport","airport",645
"26889","route","328","76","airport","airport",203
"26905","route","328","140","airport","airport",843
"26921","route","328","275","airport","airport",805
"26937","route","328","473","airport","airport",596
"26953","route","328","796","airport","airport",871
"26969","route","328","1371","airport","airport",972
"26985","route","329","70","airport","airport",613
"27000","route","329","103","airport","airport",1656
"27016","route","329","251","airport","airport",693
"27032","route","329","487","airport","airport",1210
"27048","route","329","787","airport","airport",943
"27064","route","329","1232","airport","airport",502
"27080","route","330","50","airport","airport",1291
"27096","route","330","92","airport","airport",1244
"27112","route","330","170","airport","airport",650
"27128","route","330","328","airport","airport",1023
"27144","route","330","555","airport","airport",575
"27160","route","330","2135","airport","airport",264
"27176","route","331","113","airport","airport",974
"27192","route","331","502","airport","airport",579
"27208","route","332","50","airport","airport",1283
"27224","route","332","103","airport","airport",2635
"27240","route","332","176","airport","airport",1002
"27255","route","332","345","airport","airport",3220
"27271","route","332","832","airport","airport",1501
"27287","route","332","1371","airport","airport",155
"27303","route","333","74","airport","airport",353
"27319","route","334","145","airport","airport",2150
"27335","route","334","1920","airport","airport",227
"27351","route","335","102","airport","airport",1913
"27367","route","335","566","airport","airport",1627
"27383","route","335","2638","airport","airport",1292
"27399","route","336","107","airport","airport",1981
"27415","route","336","303","airport","airport",1822
"27431","route","336","1192","airport","airport",532
"27447","route","337","64","airport","airport",966
"27463","route","337","250","airport","airport",759
"27479","route","337","675","airport","airport",1045
"27495","route","337","903","airport","airport",387
"27510","route","337","1482","airport","airport",658
"27526","route","337","1511","airport","airport",938
"27542","route","337","2935","airport","airport",729
"27558","route","337","3035","airport","airport",135
"27574","route","338","92","airport","airport",1807
"27590","route","338","202","airport","airport",138
"27606","route","338","347","airport","airport",295
"27622","route","338","787","airport","airport",1743
"27638","route","339","50","airport","airport",3029
"27654","route","340","72","airport","airport",1032
"27670","route","341","49","airport","airport",1642
"27686","route","341","344","airport","airport",1363
"27702","route","342","75","airport","airport",663
"27718","route","342","144","airport","airport",1397
"27734","route","342","330","airport","airport",457
"27750","route","342","810","airport","airport",2140
"27765","route","342","3360","airport","airport",264
"27781","route","344","70","airport","airport",619
"27797","route","344","116","airport","airport",299
"27813","route","344","279","airport","airport",854
"27829","route","344","512","airport","airport",834
"27845","route","344","1938","airport","airport",688
"27861","route","345","202","airport","airport",3589
"27877","route","345","1997","airport","airport",215
"27893","route","346","70","airport","airport",1101
"27909","route","346","110","airport","airport",1535
"27925","route","346","241","airport","airport",5403
"27941","route","346","433","airport","airport",1155
"27957","route","346","789","airport","airport",1231
"27973","route","346","1200","airport","airport",945
"27989","route","346","2641","airport","airport",1486
"28005","route","346","2698","airport","airport",1181
"28020","route","346","2730","airport","airport",679
"28036","route","347","49","airport","airport",806
"28052","route","347","96","airport","airport",1043
"28068","route","347","228","airport","airport",994
"28084","route","347","482","airport","airport",1491
"28100","route","347","1265","airport","airport",1036
"28116","route","348","141","airport","airport",233
"28132","route","348","2055","airport","airport",550
"28148","route","349","154","airport","airport",2633
"28164","route","349","2758","airport","airport",193
"28180","route","351","486","airport","airport",1148
"28196","route","352","109","airport","airport",2978
"28212","route","352","812","airport","airport",1538
"28228","route","352","2697","airport","airport",1496
"28244","route","353","58","airport","airport",745
"28260","route","353","102","airport","airport",1516
"28275","route","353","250","airport","airport",3769
"28291","route","353","1192","airport","airport",454
"28307","route","354","68","airport","airport",5184
"28323","route","354","215","airport","airport",3165
"28339","route","355","161","airport","airport",3575
"28355","route","359","17","airport","airport",374
"28371","route","360","35","airport","airport",2485
"28387","route","360","218","airport","airport",1154
"28403","route","360","593","airport","airport",173
"28419","route","360","2553","airport","airport",307
"28435","route","360","2569","airport","airport",185
"28451","route","362","20","airport","airport",1147
"28467","route","363","7","airport","airport",372
"28483","route","363","242","airport","airport",465
"28499","route","363","1059","airport","airport",687
"28515","route","365","178","airport","airport",1077
"28530","route","367","16","airport","airport",1231
"28546","route","367","417","airport","airport",1782
"28562","route","367","1545","airport","airport",653
"28578","route","369","46","airport","airport",1803
"28594","route","372","11","airport","airport",967
"28610","route","372","1817","airport","airport",39
"28626","route","373","46","airport","airport",584
"28642","route","375","7","airport","airport",444
"28658","route","375","46","airport","airport",668
"28674","route","378","178","airport","airport",221
"28690","route","379","46","airport","airport",166
"28706","route","380","1538","airport","airport",204
"28722","route","383","30","airport","airport",1203
"28738","route","384","409","airport","airport",1624
"28754","route","387","17","airport","airport",487
"28770","route","389","12","airport","airport",2220
"28785","route","389","136","airport","airport",285
"28801","route","389","427","airport","airport",348
"28817","route","389","1554","airport","airport",497
"28833","route","393","30","airport","airport",968
"28849","route","395","18","airport","airport",136
"28865","route","395","1295","airport","airport",1120
"28881","route","397","4","airport","airport",265
"28897","route","397","549","airport","airport",426
"28913","route","402","1","airport","airport",502
"28929","route","403","420","airport","airport",308
"28945","route","407","18","airport","airport",500
"28961","route","409","42","airport","airport",1771
"28977","route","412","8","airport","airport",821
"28993","route","413","47","airport","airport",2071
"29009","route","415","5","airport","airport",1424
"29025","route","415","558","airport","airport",177
"29040","route","416","16","airport","airport",530
"29056","route","417","15","airport","airport",1342
"29072","route","417","130","airport","airport",3394
"29088","route","417","246","airport","airport",632
"29104","route","417","577","airport","airport",507
"29120","route","417","1560","airport","airport",2976
"29136","route","419","8","airport","airport",434
"29152","route","420","74","airport","airport",5381
"29168","route","420","577","airport","airport",214
"29184","route","421","35","airport","airport",708
"29200","route","422","18","airport","airport",1806
"29216","route","422","149","airport","airport",1709
"29232","route","425","18","airport","airport",174
"29248","route","429","9","airport","airport",710
"29264","route","429","1295","airport","airport",625
"29280","route","430","184","airport","airport",638
"29295","route","431","18","airport","airport",521
"29311","route","433","50","airport","airport",585
"29327","route","434","16","airport","airport",1504
"29343","route","435","14","airport","airport",395
"29359","route","436","187","airport","airport",146
"29375","route","438","7","airport","airport",298
"29391","route","439","17","airport","airport",655
"29407","route","441","9","airport","airport",662
"29423","route","442","160","airport","airport",523
"29439","route","442","1799","airport","airport",308
"29455","route","443","11","airport","airport",934
"29471","route","444","26","airport","airport",768
"29487","route","447","1","airport","airport",631
"29503","route","449","18","airport","airport",303
"29519","route","451","73","airport","airport",791
"29535","route","451","108","airport","airport",734
"29550","route","451","177","airport","airport",622
"29566","route","451","261","airport","airport",178
"29582","route","451","461","airport","airport",164
"29598","route","451","495","airport","airport",1078
"29614","route","451","785","airport","airport",226
"29630","route","452","49","airport","airport",443
"29646","route","453","50","airport","airport",635
"29662","route","453","228","airport","airport",2047
"29678","route","453","507","airport","airport",662
"29694","route","454","96","airport","airport",1935
"29710","route","454","453","airport","airport",1043
"29726","route","455","92","airport","airport",225
"29742","route","455","481","airport","airport",296
"29758","route","456","55","airport","airport",4837
"29774","route","456","212","airport","airport",1728
"29790","route","456","703","airport","airport",504
"29805","route","456","2829","airport","airport",519
"29821","route","457","250","airport","airport",452
"29837","route","457","689","airport","airport",1012
"29853","route","458","53","airport","airport",4819
"29869","route","458","456","airport","airport",2099
"29885","route","458","756","airport","airport",679
"29901","route","459","84","airport","airport",486
"29917","route","459","230","airport","airport",1156
"29933","route","459","794","airport","airport",975
"29949","route","460","167","airport","airport",477
"29965","route","461","451","airport","airport",164
"29981","route","463","50","airport","airport",733
"29997","route","463","168","airport","airport",350
"30013","route","463","1225","airport","airport",826
"30029","route","464","276","airport","airport",372
"30045","route","466","107","airport","airport",258
"30060","route","467","499","airport","airport",305
"30076","route","469","52","airport","airport",209
"30092","route","469","174","airport","airport",533
"30108","route","469","492","airport","airport",2167
"30124","route","469","1406","airport","airport",456
"30140","route","471","53","airport","airport",1236
"30156","route","471","276","airport","airport",743
"30172","route","473","77","airport","airport",539
"30188","route","473","109","airport","airport",514
"30204","route","473","230","airport","airport",1023
"30220","route","473","346","airport","airport",820
"30236","route","473","512","airport","airport",1032
"30252","route","473","808","airport","airport",783
"30268","route","474","338","airport","airport",1339
"30284","route","475","108","airport","airport",968
"30300","route","475","279","airport","airport",1383
"30331","route","476","1936","airport","airport",68
"30347","route","478","50","airport","airport",576
"30363","route","479","50","airport","airport",822
"30379","route","480","177","airport","airport",990
"30395","route","480","1959","airport","airport",49
"30411","route","481","177","airport","airport",262
"30427","route","481","637","airport","airport",734
"30443","route","482","70","airport","airport",667
"30459","route","482","95","airport","airport",924
"30475","route","482","177","airport","airport",484
"30491","route","482","454","airport","airport",987
"30507","route","482","784","airport","airport",676
"30523","route","483","60","airport","airport",1221
"30539","route","483","477","airport","airport",1311
"30555","route","484","70","airport","airport",1904
"30571","route","484","109","airport","airport",1708
"30586","route","484","253","airport","airport",1860
"30602","route","484","784","airport","airport",1795
"30618","route","485","76","airport","airport",1743
"30634","route","485","176","airport","airport",1412
"30650","route","485","473","airport","airport",2128
"30666","route","485","1355","airport","airport",1938
"30682","route","486","76","airport","airport",1902
"30698","route","486","109","airport","airport",1837
"30714","route","486","248","airport","airport",2799
"30730","route","486","459","airport","airport",2296
"30746","route","486","536","airport","airport",1945
"30762","route","486","1356","airport","airport",2006
