~id,~label,~from,~to,~fromLabels,~toLabels
"51192","contains","3425","1706","country","airport"
"51207","contains","3526","1721","country","airport"
"51223","contains","3548","1737","country","airport"
"51239","contains","3482","1753","country","airport"
"51255","contains","3623","1769","country","airport"
"51271","contains","3597","1785","country","airport"
"51287","contains","3560","1801","country","airport"
"51303","contains","3418","1817","country","airport"
"51319","contains","3435","1833","country","airport"
"51335","contains","3435","1849","country","airport"
"51351","contains","3435","1865","country","airport"
"51367","contains","3435","1881","country","airport"
"51383","contains","3400","1897","country","airport"
"51399","contains","3552","1913","country","airport"
"51415","contains","3621","1929","country","airport"
"51431","contains","3555","1945","country","airport"
"51447","contains","3555","1961","country","airport"
"51462","contains","3633","1976","country","airport"
"51478","contains","3403","1992","country","airport"
"51494","contains","3587","2008","country","airport"
"51510","contains","3623","2024","country","airport"
"51526","contains","3467","2040","country","airport"
"51542","contains","3519","2056","country","airport"
"51558","contains","3440","2072","country","airport"
"51574","contains","3623","2088","country","airport"
"51590","contains","3623","2104","country","airport"
"51606","contains","3503","2120","country","airport"
"51622","contains","3572","2136","country","airport"
"51638","contains","3615","2152","country","airport"
"51654","contains","3542","2168","country","airport"
"51670","contains","3445","2184","country","airport"
"51686","contains","3412","2200","country","airport"
"51702","contains","3552","2216","country","airport"
"51717","contains","3476","2231","country","airport"
"51733","contains","3626","2247","country","airport"
"51749","contains","3585","2263","country","airport"
"51765","contains","3499","2279","country","airport"
"51781","contains","3507","2295","country","airport"
"51797","contains","3559","2311","country","airport"
"51813","contains","3623","2327","country","airport"
"51829","contains","3623","2343","country","airport"
"51845","contains","3623","2359","country","airport"
"51861","contains","3623","2375","country","airport"
"51877","contains","3554","2391","country","airport"
"51893","contains","3505","2407","country","airport"
"51909","contains","3564","2423","country","airport"
"51925","contains","3564","2439","country","airport"
"51941","contains","3406","2455","country","airport"
"51957","contains","3406","2471","country","airport"
"51972","contains","3426","2486","country","airport"
"51988","contains","3426","2502","country","airport"
"52004","contains","3426","2518","country","airport"
"52020","contains","3462","2534","country","airport"
"52036","contains","3442","2550","country","airport"
"52052","contains","3442","2566","country","airport"
"52068","contains","3426","2582","country","airport"
"52084","contains","3627","2598","country","airport"
"52100","contains","3426","2614","country","airport"
"52116","contains","3513","2630","country","airport"
"52132","contains","3573","2646","country","airport"
"52148","contains","3573","2662","country","airport"
"52164","contains","3573","2678","country","airport"
"52180","contains","3573","2694","country","airport"
"52196","contains","3573","2710","country","airport"
"52212","contains","3625","2726","country","airport"
"52227","contains","3573","2741","country","airport"
"52243","contains","3414","2757","country","airport"
"52259","contains","3547","2773","country","airport"
"52275","contains","3530","2789","country","airport"
"52291","contains","3611","2805","country","airport"
"52307","contains","3629","2821","country","airport"
"52323","contains","3536","2837","country","airport"
"52339","contains","3497","2853","country","airport"
"52355","contains","3497","2869","country","airport"
"52371","contains","3527","2885","country","airport"
"52387","contains","3497","2901","country","airport"
"52403","contains","3410","2917","country","airport"
"52419","contains","3410","2933","country","airport"
"52435","contains","3540","2949","country","airport"
"52451","contains","3440","2965","country","airport"
"52467","contains","3440","2981","country","airport"
"52482","contains","3623","2996","country","airport"
"52498","contains","3623","3012","country","airport"
"52514","contains","3623","3028","country","airport"
"52530","contains","3573","3044","country","airport"
"52546","contains","3410","3060","country","airport"
"52562","contains","3555","3076","country","airport"
"52578","contains","3573","3092","country","airport"
"52594","contains","3426","3108","country","airport"
"52610","contains","3527","3124","country","airport"
"52626","contains","3435","3140","country","airport"
"52642","contains","3499","3156","country","airport"
"52658","contains","3476","3172","country","airport"
"52674","contains","3418","3188","country","airport"
"52690","contains","3497","3204","country","airport"
"52706","contains","3623","3220","country","airport"
"52722","contains","3623","3236","country","airport"
"52737","contains","3542","3251","country","airport"
"52753","contains","3566","3267","country","airport"
"52769","contains","3623","3283","country","airport"
"52785","contains","3440","3299","country","airport"
"52801","contains","3440","3315","country","airport"
"52817","contains","3469","3331","country","airport"
"52833","contains","3623","3347","country","airport"
"52849","contains","3410","3363","country","airport"
"52865","contains","3573","3379","country","airport"
"52881","contains","3573","3395","country","airport"
"49487","contains","3623","1","country","airport"
"49503","contains","3623","17","country","airport"
"49519","contains","3623","33","country","airport"
"49535","contains","3621","49","country","airport"
"49551","contains","3556","65","country","airport"
"49567","contains","3556","81","country","airport"
"49583","contains","3621","97","country","airport"
"49599","contains","3595","113","country","airport"
"49615","contains","3509","129","country","airport"
"49631","contains","3467","145","country","airport"
"49647","contains","3615","161","country","airport"
"49663","contains","3456","177","country","airport"
"49678","contains","3623","192","country","airport"
"49694","contains","3412","208","country","airport"
"49710","contains","3552","224","country","airport"
"49726","contains","3623","240","country","airport"
"49742","contains","3559","256","country","airport"
"49758","contains","3623","272","country","airport"
"49774","contains","3623","288","country","airport"
"49790","contains","3623","304","country","airport"
"49806","contains","3508","320","country","airport"
"49822","contains","3516","336","country","airport"
"49838","contains","3625","352","country","airport"
"49854","contains","3623","368","country","airport"
"49870","contains","3623","384","country","airport"
"49886","contains","3623","400","country","airport"
"49902","contains","3623","416","country","airport"
"49918","contains","3537","432","country","airport"
"49933","contains","3623","447","country","airport"
"49949","contains","3503","463","country","airport"
"49965","contains","3555","479","country","airport"
"49981","contains","3595","495","country","airport"
"49997","contains","3503","511","country","airport"
"50013","contains","3623","527","country","airport"
"50029","contains","3602","543","country","airport"
"50045","contains","3450","559","country","airport"
"50061","contains","3492","575","country","airport"
"50077","contains","3442","591","country","airport"
"50093","contains","3568","607","country","airport"
"50109","contains","3623","623","country","airport"
"50125","contains","3623","639","country","airport"
"50141","contains","3496","655","country","airport"
"50157","contains","3440","671","country","airport"
"50173","contains","3505","687","country","airport"
"50188","contains","3540","702","country","airport"
"50204","contains","3527","718","country","airport"
"50220","contains","3497","734","country","airport"
"50236","contains","3505","750","country","airport"
"50252","contains","3505","766","country","airport"
"50268","contains","3440","782","country","airport"
"50284","contains","3460","798","country","airport"
"50300","contains","3633","814","country","airport"
"50316","contains","3400","830","country","airport"
"50332","contains","3455","846","country","airport"
"50348","contains","3625","862","country","airport"
"50364","contains","3623","878","country","airport"
"50380","contains","3623","894","country","airport"
"50396","contains","3623","910","country","airport"
"50412","contains","3623","926","country","airport"
"50428","contains","3623","942","country","airport"
"50443","contains","3623","957","country","airport"
"50459","contains","3626","973","country","airport"
"50475","contains","3410","989","country","airport"
"50491","contains","3410","1005","country","airport"
"50507","contains","3556","1021","country","airport"
"50523","contains","3570","1037","country","airport"
"50539","contains","3623","1053","country","airport"
"50555","contains","3623","1069","country","airport"
"50571","contains","3623","1085","country","airport"
"50587","contains","3623","1101","country","airport"
"50603","contains","3623","1117","country","airport"
"50619","contains","3435","1133","country","airport"
"50635","contains","3440","1149","country","airport"
"50651","contains","3585","1165","country","airport"
"50667","contains","3499","1181","country","airport"
"50683","contains","3573","1197","country","airport"
"50698","contains","3595","1212","country","airport"
"50714","contains","3593","1228","country","airport"
"50730","contains","3435","1244","country","airport"
"50746","contains","3435","1260","country","airport"
"50762","contains","3623","1276","country","airport"
"50778","contains","3427","1292","country","airport"
"50794","contains","3473","1308","country","airport"
"50810","contains","3496","1324","country","airport"
"50826","contains","3496","1340","country","airport"
"50842","contains","3460","1356","country","airport"
"50858","contains","3542","1372","country","airport"
"50874","contains","3615","1388","country","airport"
"50890","contains","3555","1404","country","airport"
"50906","contains","3621","1420","country","airport"
"50922","contains","3435","1436","country","airport"
"50938","contains","3435","1452","country","airport"
"50953","contains","3410","1467","country","airport"
"50969","contains","3440","1483","country","airport"
"50985","contains","3440","1499","country","airport"
"51001","contains","3440","1515","country","airport"
"51017","contains","3440","1531","country","airport"
"51033","contains","3537","1547","country","airport"
"51049","contains","3406","1563","country","airport"
"51065","contains","3426","1579","country","airport"
"51081","contains","3426","1595","country","airport"
"51097","contains","3439","1611","country","airport"
"51113","contains","3563","1627","country","airport"
"51129","contains","3602","1643","country","airport"
"51145","contains","3602","1659","country","airport"
"51161","contains","3474","1675","country","airport"
"51177","contains","3598","1691","country","airport"
"51193","contains","3425","1707","country","airport"
"51208","contains","3526","1722","country","airport"
"51224","contains","3584","1738","country","airport"
"51240","contains","3482","1754","country","airport"
"51256","contains","3623","1770","country","airport"
"51272","contains","3597","1786","country","airport"
"51288","contains","3560","1802","country","airport"
"51304","contains","3418","1818","country","airport"
"51320","contains","3435","1834","country","airport"
"51336","contains","3435","1850","country","airport"
"51352","contains","3435","1866","country","airport"
"51368","contains","3435","1882","country","airport"
"51384","contains","3400","1898","country","airport"
"51400","contains","3552","1914","country","airport"
"51416","contains","3621","1930","country","airport"
"51432","contains","3555","1946","country","airport"
"51448","contains","3602","1962","country","airport"
"51463","contains","3633","1977","country","airport"
"51479","contains","3403","1993","country","airport"
"51495","contains","3545","2009","country","airport"
"51511","contains","3589","2025","country","airport"
"51527","contains","3596","2041","country","airport"
"51543","contains","3519","2057","country","airport"
"51559","contains","3623","2073","country","airport"
"51575","contains","3623","2089","country","airport"
"51591","contains","3623","2105","country","airport"
"51607","contains","3503","2121","country","airport"
"51623","contains","3572","2137","country","airport"
"51639","contains","3615","2153","country","airport"
"51655","contains","3617","2169","country","airport"
"51671","contains","3445","2185","country","airport"
"51687","contains","3412","2201","country","airport"
"51703","contains","3552","2217","country","airport"
"51718","contains","3476","2232","country","airport"
"51734","contains","3626","2248","country","airport"
"51750","contains","3585","2264","country","airport"
"51766","contains","3499","2280","country","airport"
"51782","contains","3622","2296","country","airport"
"51798","contains","3559","2312","country","airport"
"51814","contains","3623","2328","country","airport"
"51830","contains","3623","2344","country","airport"
"51846","contains","3623","2360","country","airport"
"51862","contains","3623","2376","country","airport"
"51878","contains","3440","2392","country","airport"
"51894","contains","3505","2408","country","airport"
"51910","contains","3564","2424","country","airport"
"51926","contains","3564","2440","country","airport"
"51942","contains","3406","2456","country","airport"
"51958","contains","3406","2472","country","airport"
"51973","contains","3426","2487","country","airport"
"51989","contains","3426","2503","country","airport"
"52005","contains","3426","2519","country","airport"
"52021","contains","3462","2535","country","airport"
"52037","contains","3442","2551","country","airport"
"52053","contains","3442","2567","country","airport"
"52069","contains","3426","2583","country","airport"
"52085","contains","3627","2599","country","airport"
"52101","contains","3426","2615","country","airport"
"52117","contains","3508","2631","country","airport"
"52133","contains","3573","2647","country","airport"
"52149","contains","3573","2663","country","airport"
"52165","contains","3573","2679","country","airport"
"52181","contains","3573","2695","country","airport"
"52197","contains","3573","2711","country","airport"
"52213","contains","3625","2727","country","airport"
"52228","contains","3573","2742","country","airport"
"52244","contains","3414","2758","country","airport"
"52260","contains","3547","2774","country","airport"
"52276","contains","3530","2790","country","airport"
"52292","contains","3611","2806","country","airport"
"52308","contains","3629","2822","country","airport"
"52324","contains","3536","2838","country","airport"
"52340","contains","3497","2854","country","airport"
"52356","contains","3497","2870","country","airport"
"52372","contains","3527","2886","country","airport"
"52388","contains","3497","2902","country","airport"
"52404","contains","3410","2918","country","airport"
"52420","contains","3623","2934","country","airport"
"52436","contains","3540","2950","country","airport"
"52452","contains","3440","2966","country","airport"
"52468","contains","3426","2982","country","airport"
"52483","contains","3462","2997","country","airport"
"52499","contains","3623","3013","country","airport"
"52515","contains","3615","3029","country","airport"
"52531","contains","3573","3045","country","airport"
"52547","contains","3410","3061","country","airport"
"52563","contains","3527","3077","country","airport"
"52579","contains","3418","3093","country","airport"
"52595","contains","3461","3109","country","airport"
"52611","contains","3442","3125","country","airport"
"52627","contains","3435","3141","country","airport"
"52643","contains","3435","3157","country","airport"
"52659","contains","3461","3173","country","airport"
"52675","contains","3499","3189","country","airport"
"52691","contains","3626","3205","country","airport"
"52707","contains","3435","3221","country","airport"
"52723","contains","3590","3237","country","airport"
"52738","contains","3497","3252","country","airport"
"52754","contains","3497","3268","country","airport"
"52770","contains","3623","3284","country","airport"
"52786","contains","3440","3300","country","airport"
"52802","contains","3440","3316","country","airport"
"52818","contains","3469","3332","country","airport"
"52834","contains","3573","3348","country","airport"
"52850","contains","3410","3364","country","airport"
"52866","contains","3406","3380","country","airport"
"52882","contains","3503","3396","country","airport"
"49488","contains","3623","2","country","airport"
"49504","contains","3623","18","country","airport"
"49520","contains","3623","34","country","airport"
"49536","contains","3621","50","country","airport"
"49552","contains","3410","66","country","airport"
"49568","contains","3410","82","country","airport"
"49584","contains","3621","98","country","airport"
"49600","contains","3595","114","country","airport"
"49616","contains","3624","130","country","airport"
"49632","contains","3502","146","country","airport"
"49648","contains","3413","162","country","airport"
"49679","contains","3623","193","country","airport"
"49695","contains","3412","209","country","airport"
"49711","contains","3504","225","country","airport"
"49727","contains","3459","241","country","airport"
"49743","contains","3506","257","country","airport"
"49759","contains","3623","273","country","airport"
"49775","contains","3623","289","country","airport"
"49791","contains","3623","305","country","airport"
"49807","contains","3411","321","country","airport"
"49823","contains","3440","337","country","airport"
"49839","contains","3499","353","country","airport"
"49855","contains","3537","369","country","airport"
"49871","contains","3623","385","country","airport"
"49887","contains","3623","401","country","airport"
"49903","contains","3558","417","country","airport"
"49919","contains","3409","433","country","airport"
"49934","contains","3623","448","country","airport"
"49950","contains","3460","464","country","airport"
"49966","contains","3555","480","country","airport"
"49982","contains","3595","496","country","airport"
"49998","contains","3503","512","country","airport"
"50014","contains","3623","528","country","airport"
"50030","contains","3595","544","country","airport"
"50046","contains","3450","560","country","airport"
"50062","contains","3537","576","country","airport"
"50078","contains","3442","592","country","airport"
"50094","contains","3623","608","country","airport"
"50110","contains","3623","624","country","airport"
"50126","contains","3623","640","country","airport"
"50142","contains","3496","656","country","airport"
"50158","contains","3440","672","country","airport"
"50174","contains","3570","688","country","airport"
"50189","contains","3523","703","country","airport"
"50205","contains","3527","719","country","airport"
"50221","contains","3497","735","country","airport"
"50237","contains","3505","751","country","airport"
"50253","contains","3505","767","country","airport"
"50269","contains","3474","783","country","airport"
"50285","contains","3460","799","country","airport"
"50301","contains","3596","815","country","airport"
"50317","contains","3419","831","country","airport"
"50333","contains","3528","847","country","airport"
"50349","contains","3435","863","country","airport"
"50365","contains","3606","879","country","airport"
"50381","contains","3537","895","country","airport"
"50397","contains","3623","911","country","airport"
"50413","contains","3440","927","country","airport"
"50429","contains","3623","943","country","airport"
"50444","contains","3623","958","country","airport"
"50460","contains","3556","974","country","airport"
"50476","contains","3410","990","country","airport"
"50492","contains","3410","1006","country","airport"
"50508","contains","3556","1022","country","airport"
"50524","contains","3573","1038","country","airport"
"50540","contains","3412","1054","country","airport"
"50556","contains","3623","1070","country","airport"
"50572","contains","3623","1086","country","airport"
"50588","contains","3623","1102","country","airport"
"50604","contains","3623","1118","country","airport"
"50620","contains","3435","1134","country","airport"
"50636","contains","3440","1150","country","airport"
"50652","contains","3585","1166","country","airport"
"50668","contains","3499","1182","country","airport"
"50684","contains","3573","1198","country","airport"
"50699","contains","3595","1213","country","airport"
"50715","contains","3620","1229","country","airport"
"50731","contains","3435","1245","country","airport"
"50747","contains","3435","1261","country","airport"
"50763","contains","3474","1277","country","airport"
"50779","contains","3435","1293","country","airport"
"50795","contains","3473","1309","country","airport"
"50811","contains","3496","1325","country","airport"
"50827","contains","3496","1341","country","airport"
"50843","contains","3621","1357","country","airport"
"50859","contains","3431","1373","country","airport"
"50875","contains","3620","1389","country","airport"
"50891","contains","3555","1405","country","airport"
"50907","contains","3602","1421","country","airport"
"50923","contains","3435","1437","country","airport"
"50939","contains","3602","1453","country","airport"
"50954","contains","3410","1468","country","airport"
"50970","contains","3440","1484","country","airport"
"50986","contains","3440","1500","country","airport"
"51002","contains","3440","1516","country","airport"
"51018","contains","3435","1532","country","airport"
"51034","contains","3537","1548","country","airport"
"51050","contains","3406","1564","country","airport"
"51066","contains","3426","1580","country","airport"
"51082","contains","3426","1596","country","airport"
"51098","contains","3439","1612","country","airport"
"51114","contains","3563","1628","country","airport"
"51130","contains","3602","1644","country","airport"
"51146","contains","3439","1660","country","airport"
"51162","contains","3474","1676","country","airport"
"51178","contains","3598","1692","country","airport"
"51194","contains","3425","1708","country","airport"
"51209","contains","3517","1723","country","airport"
"51225","contains","3519","1739","country","airport"
"51241","contains","3482","1755","country","airport"
"51257","contains","3623","1771","country","airport"
"51273","contains","3597","1787","country","airport"
"51289","contains","3560","1803","country","airport"
"51305","contains","3418","1819","country","airport"
"51321","contains","3435","1835","country","airport"
"51337","contains","3435","1851","country","airport"
"51353","contains","3435","1867","country","airport"
"51369","contains","3435","1883","country","airport"
"51385","contains","3400","1899","country","airport"
"51401","contains","3552","1915","country","airport"
"51417","contains","3621","1931","country","airport"
"51433","contains","3555","1947","country","airport"
"51449","contains","3602","1963","country","airport"
"51464","contains","3448","1978","country","airport"
"51480","contains","3403","1994","country","airport"
"51496","contains","3455","2010","country","airport"
"51512","contains","3533","2026","country","airport"
"51528","contains","3596","2042","country","airport"
"51544","contains","3574","2058","country","airport"
"51560","contains","3623","2074","country","airport"
"51576","contains","3623","2090","country","airport"
"51592","contains","3623","2106","country","airport"
"51608","contains","3453","2122","country","airport"
"51624","contains","3615","2138","country","airport"
"51640","contains","3615","2154","country","airport"
"51656","contains","3617","2170","country","airport"
"51672","contains","3445","2186","country","airport"
"51688","contains","3444","2202","country","airport"
"51704","contains","3618","2218","country","airport"
"51719","contains","3476","2233","country","airport"
"51735","contains","3626","2249","country","airport"
"51751","contains","3585","2265","country","airport"
"51767","contains","3499","2281","country","airport"
"51783","contains","3622","2297","country","airport"
"51799","contains","3623","2313","country","airport"
"51815","contains","3623","2329","country","airport"
"51831","contains","3623","2345","country","airport"
"51847","contains","3623","2361","country","airport"
"51863","contains","3623","2377","country","airport"
"51879","contains","3623","2393","country","airport"
"51895","contains","3505","2409","country","airport"
"51911","contains","3564","2425","country","airport"
"51927","contains","3564","2441","country","airport"
"51943","contains","3406","2457","country","airport"
"51959","contains","3406","2473","country","airport"
"51974","contains","3426","2488","country","airport"
"51990","contains","3426","2504","country","airport"
"52006","contains","3426","2520","country","airport"
"52022","contains","3462","2536","country","airport"
"52038","contains","3442","2552","country","airport"
"52054","contains","3442","2568","country","airport"
"52070","contains","3426","2584","country","airport"
"52086","contains","3627","2600","country","airport"
"52102","contains","3623","2616","country","airport"
"52118","contains","3440","2632","country","airport"
"52134","contains","3573","2648","country","airport"
"52150","contains","3573","2664","country","airport"
"52166","contains","3573","2680","country","airport"
"52182","contains","3573","2696","country","airport"
"52198","contains","3573","2712","country","airport"
"52214","contains","3625","2728","country","airport"
"52229","contains","3573","2743","country","airport"
"52245","contains","3414","2759","country","airport"
"52261","contains","3547","2775","country","airport"
"52277","contains","3530","2791","country","airport"
"52293","contains","3440","2807","country","airport"
"52309","contains","3629","2823","country","airport"
"52325","contains","3536","2839","country","airport"
"52341","contains","3497","2855","country","airport"
"52357","contains","3497","2871","country","airport"
"52373","contains","3527","2887","country","airport"
"52389","contains","3527","2903","country","airport"
"52405","contains","3410","2919","country","airport"
"52421","contains","3440","2935","country","airport"
"52437","contains","3540","2951","country","airport"
"52453","contains","3440","2967","country","airport"
"52469","contains","3623","2983","country","airport"
"52484","contains","3623","2998","country","airport"
"52500","contains","3623","3014","country","airport"
"52516","contains","3615","3030","country","airport"
"52532","contains","3623","3046","country","airport"
"52548","contains","3440","3062","country","airport"
"52564","contains","3455","3078","country","airport"
"52580","contains","3426","3094","country","airport"
"52596","contains","3461","3110","country","airport"
"52612","contains","3509","3126","country","airport"
"52628","contains","3435","3142","country","airport"
"52644","contains","3435","3158","country","airport"
"52660","contains","3476","3174","country","airport"
"52676","contains","3499","3190","country","airport"
"52692","contains","3435","3206","country","airport"
"52708","contains","3435","3222","country","airport"
"52724","contains","3471","3238","country","airport"
"52739","contains","3418","3253","country","airport"
"52755","contains","3572","3269","country","airport"
"52771","contains","3623","3285","country","airport"
"52787","contains","3440","3301","country","airport"
"52803","contains","3410","3317","country","airport"
"52819","contains","3576","3333","country","airport"
"52835","contains","3440","3349","country","airport"
"52851","contains","3416","3365","country","airport"
"52867","contains","3435","3381","country","airport"
"52883","contains","3611","3397","country","airport"
"49489","contains","3623","3","country","airport"
"49505","contains","3623","19","country","airport"
"49521","contains","3623","35","country","airport"
"49537","contains","3474","51","country","airport"
"49553","contains","3440","67","country","airport"
"49569","contains","3623","83","country","airport"
"49585","contains","3435","99","country","airport"
"49601","contains","3595","115","country","airport"
"49617","contains","3426","131","country","airport"
"49633","contains","3623","147","country","airport"
"49649","contains","3435","163","country","airport"
"49664","contains","3623","178","country","airport"
"49680","contains","3623","194","country","airport"
"49696","contains","3412","210","country","airport"
"49712","contains","3634","226","country","airport"
"49728","contains","3623","242","country","airport"
"49744","contains","3482","258","country","airport"
"49760","contains","3548","274","country","airport"
"49776","contains","3435","290","country","airport"
"49792","contains","3486","306","country","airport"
"49808","contains","3496","322","country","airport"
"49824","contains","3567","338","country","airport"
"49840","contains","3534","354","country","airport"
"49856","contains","3623","370","country","airport"
"49872","contains","3623","386","country","airport"
"49888","contains","3623","402","country","airport"
"49904","contains","3537","418","country","airport"
"49935","contains","3623","449","country","airport"
"49951","contains","3474","465","country","airport"
"49967","contains","3555","481","country","airport"
"49983","contains","3595","497","country","airport"
"49999","contains","3503","513","country","airport"
"50015","contains","3623","529","country","airport"
"50031","contains","3542","545","country","airport"
"50047","contains","3585","561","country","airport"
"50063","contains","3550","577","country","airport"
"50079","contains","3442","593","country","airport"
"50095","contains","3623","609","country","airport"
"50111","contains","3623","625","country","airport"
"50127","contains","3582","641","country","airport"
"50143","contains","3573","657","country","airport"
"50159","contains","3440","673","country","airport"
"50175","contains","3570","689","country","airport"
"50190","contains","3497","704","country","airport"
"50206","contains","3527","720","country","airport"
"50222","contains","3497","736","country","airport"
"50238","contains","3505","752","country","airport"
"50254","contains","3505","768","country","airport"
"50270","contains","3417","784","country","airport"
"50286","contains","3460","800","country","airport"
"50302","contains","3596","816","country","airport"
"50318","contains","3430","832","country","airport"
"50334","contains","3518","848","country","airport"
"50350","contains","3623","864","country","airport"
"50366","contains","3606","880","country","airport"
"50382","contains","3537","896","country","airport"
"50398","contains","3623","912","country","airport"
"50414","contains","3440","928","country","airport"
"50430","contains","3623","944","country","airport"
"50445","contains","3623","959","country","airport"
"50461","contains","3410","975","country","airport"
"50477","contains","3410","991","country","airport"
"50493","contains","3410","1007","country","airport"
"50509","contains","3556","1023","country","airport"
"50525","contains","3573","1039","country","airport"
"50541","contains","3412","1055","country","airport"
"50557","contains","3623","1071","country","airport"
"50573","contains","3623","1087","country","airport"
"50589","contains","3623","1103","country","airport"
"50605","contains","3537","1119","country","airport"
"50621","contains","3435","1135","country","airport"
"50637","contains","3623","1151","country","airport"
"50653","contains","3585","1167","country","airport"
"50669","contains","3499","1183","country","airport"
"50685","contains","3573","1199","country","airport"
"50700","contains","3474","1214","country","airport"
"50716","contains","3620","1230","country","airport"
"50732","contains","3435","1246","country","airport"
"50748","contains","3435","1262","country","airport"
"50764","contains","3474","1278","country","airport"
"50780","contains","3623","1294","country","airport"
"50796","contains","3473","1310","country","airport"
"50812","contains","3496","1326","country","airport"
"50828","contains","3496","1342","country","airport"
"50844","contains","3621","1358","country","airport"
"50860","contains","3595","1374","country","airport"
"50876","contains","3620","1390","country","airport"
"50892","contains","3555","1406","country","airport"
"50908","contains","3602","1422","country","airport"
"50924","contains","3435","1438","country","airport"
"50940","contains","3602","1454","country","airport"
"50955","contains","3410","1469","country","airport"
"50971","contains","3440","1485","country","airport"
"50987","contains","3440","1501","country","airport"
"51003","contains","3440","1517","country","airport"
"51019","contains","3440","1533","country","airport"
"51035","contains","3537","1549","country","airport"
"51051","contains","3406","1565","country","airport"
"51067","contains","3426","1581","country","airport"
"51083","contains","3426","1597","country","airport"
"51099","contains","3561","1613","country","airport"
"51115","contains","3563","1629","country","airport"
"51131","contains","3602","1645","country","airport"
"51147","contains","3623","1661","country","airport"
"51163","contains","3474","1677","country","airport"
"51179","contains","3598","1693","country","airport"
"51195","contains","3603","1709","country","airport"
"51210","contains","3545","1724","country","airport"
"51226","contains","3519","1740","country","airport"
"51242","contains","3482","1756","country","airport"
"51258","contains","3623","1772","country","airport"
"51274","contains","3597","1788","country","airport"
"51290","contains","3560","1804","country","airport"
"51306","contains","3418","1820","country","airport"
"51322","contains","3435","1836","country","airport"
"51338","contains","3435","1852","country","airport"
"51354","contains","3435","1868","country","airport"
"51370","contains","3435","1884","country","airport"
"51386","contains","3400","1900","country","airport"
"51402","contains","3552","1916","country","airport"
"51418","contains","3621","1932","country","airport"
"51434","contains","3555","1948","country","airport"
"51450","contains","3602","1964","country","airport"
"51465","contains","3571","1979","country","airport"
"51481","contains","3403","1995","country","airport"
"51497","contains","3455","2011","country","airport"
"51513","contains","3533","2027","country","airport"
"51529","contains","3596","2043","country","airport"
"51545","contains","3601","2059","country","airport"
"51561","contains","3623","2075","country","airport"
"51577","contains","3623","2091","country","airport"
"51593","contains","3623","2107","country","airport"
"51609","contains","3453","2123","country","airport"
"51625","contains","3615","2139","country","airport"
"51641","contains","3615","2155","country","airport"
"51657","contains","3459","2171","country","airport"
"51673","contains","3445","2187","country","airport"
"51689","contains","3444","2203","country","airport"
"51705","contains","3630","2219","country","airport"
"51720","contains","3476","2234","country","airport"
"51736","contains","3626","2250","country","airport"
"51752","contains","3585","2266","country","airport"
"51768","contains","3499","2282","country","airport"
"51784","contains","3557","2298","country","airport"
"51800","contains","3632","2314","country","airport"
"51816","contains","3623","2330","country","airport"
"51832","contains","3623","2346","country","airport"
"51848","contains","3623","2362","country","airport"
"51864","contains","3623","2378","country","airport"
"51880","contains","3623","2394","country","airport"
"51896","contains","3505","2410","country","airport"
"51912","contains","3564","2426","country","airport"
"51928","contains","3564","2442","country","airport"
"51944","contains","3406","2458","country","airport"
"51960","contains","3406","2474","country","airport"
"51975","contains","3426","2489","country","airport"
"51991","contains","3426","2505","country","airport"
"52007","contains","3426","2521","country","airport"
"52023","contains","3462","2537","country","airport"
"52039","contains","3442","2553","country","airport"
"52055","contains","3442","2569","country","airport"
"52071","contains","3426","2585","country","airport"
"52087","contains","3623","2601","country","airport"
"52103","contains","3490","2617","country","airport"
"52119","contains","3508","2633","country","airport"
"52135","contains","3573","2649","country","airport"
"52151","contains","3573","2665","country","airport"
"52167","contains","3573","2681","country","airport"
"52183","contains","3573","2697","country","airport"
"52199","contains","3573","2713","country","airport"
"52215","contains","3573","2729","country","airport"
"52230","contains","3573","2744","country","airport"
"52246","contains","3414","2760","country","airport"
"52262","contains","3547","2776","country","airport"
"52278","contains","3611","2792","country","airport"
"52294","contains","3611","2808","country","airport"
"52310","contains","3629","2824","country","airport"
"52326","contains","3536","2840","country","airport"
"52342","contains","3497","2856","country","airport"
"52358","contains","3497","2872","country","airport"
"52374","contains","3527","2888","country","airport"
"52390","contains","3527","2904","country","airport"
"52406","contains","3410","2920","country","airport"
"52422","contains","3440","2936","country","airport"
"52438","contains","3540","2952","country","airport"
"52454","contains","3440","2968","country","airport"
"52470","contains","3623","2984","country","airport"
"52485","contains","3476","2999","country","airport"
"52501","contains","3476","3015","country","airport"
"52517","contains","3498","3031","country","airport"
"52533","contains","3564","3047","country","airport"
"52549","contains","3463","3063","country","airport"
"52565","contains","3608","3079","country","airport"
"52581","contains","3499","3095","country","airport"
"52597","contains","3461","3111","country","airport"
"52613","contains","3442","3127","country","airport"
"52629","contains","3435","3143","country","airport"
"52645","contains","3435","3159","country","airport"
"52661","contains","3600","3175","country","airport"
"52677","contains","3536","3191","country","airport"
"52693","contains","3623","3207","country","airport"
"52709","contains","3435","3223","country","airport"
"52725","contains","3508","3239","country","airport"
"52740","contains","3418","3254","country","airport"
"52756","contains","3410","3270","country","airport"
"52772","contains","3623","3286","country","airport"
"52788","contains","3440","3302","country","airport"
"52804","contains","3473","3318","country","airport"
"52820","contains","3621","3334","country","airport"
"52836","contains","3440","3350","country","airport"
"52852","contains","3474","3366","country","airport"
